******************************************************************
*    One-Year Scenario of Activities - Elderly in the SMAF Profile: P1  *
*    Coded version - 28/03/2015		                                   * 
*    Format : 										   *
*    <starting time> <end time> <action/activity code>		   *
*												   *
*    eHealth Monitoring Open Data Project					   *
*    https://sourceforge.net/projects/ehealthmonitoringproject/     *
14646197 14646506 4
14646598 14647195 13
14647309 14647494 4
14647555 14650594 1
14650747 14650951 18
14651020 14651367 7
14651432 14651780 4
14651859 14653102 19
14653169 14661053 24
14661215 14661732 13
14661820 14662071 4
14662165 14663493 17
14663573 14666735 19
14666804 14669726 16
14669726 14673326 1
14673459 14673717 4
14673819 14676400 19
14676518 14679063 35
14679152 14679734 2
14679798 14680159 6
14680281 14690776 33
14690846 14691335 2
14691396 14711747 24
14711919 14712462 7
14712536 14726969 24
14727163 14727522 4
14727621 14728098 13
14728184 14728459 4
14728533 14729088 2
14729171 14729445 4
14729563 14729920 7
14730033 14730884 3
14730962 14731301 5
14731374 14731771 15
14731847 14733447 1
14733515 14736392 16
14736478 14737718 19
14737790 14738278 13
14738352 14739005 17
14739081 14742005 1
14742177 14742405 18
14742479 14750755 24
14750834 14753984 19
14754083 14754385 13
14754493 14754882 7
14754984 14755302 4
14755419 14760533 19
14760595 14761124 13
14761194 14764676 35
14764751 14765125 2
14765234 14765694 6
14765823 14776075 33
14776148 14776462 2
14776576 14793414 24
14793547 14793998 7
14794111 14794423 4
14794497 14812217 24
14812424 14812744 4
14812816 14813358 7
14813472 14813755 4
14813858 14814179 13
14814250 14814466 4
14814578 14815050 2
14815134 14815317 4
14815433 14816367 3
14816486 14816632 5
14816727 14817237 15
14817331 14818777 1
14818837 14822408 16
14822487 14823008 7
14823085 14823324 4
14823430 14823920 13
14824020 14824261 4
14824344 14824497 18
14824616 14824970 34
14825064 14825341 4
14825425 14827512 1
14827598 14834800 24
14834956 14835268 7
14835368 14835618 4
14835695 14839106 19
14839222 14842783 16
14842783 14846383 1
14846552 14846826 34
14846934 14847959 17
14848051 14848458 13
14848575 14849644 17
14849764 14850107 34
14850223 14850563 4
14850624 14856429 19
14856501 14856993 2
14857113 14877603 24
14877756 14878162 7
14878267 14892294 24
14892524 14892722 4
14892828 14893220 2
14893396 14893867 7
14893939 14894176 4
14894279 14894737 13
14894799 14895100 4
14895198 14896048 3
14896162 14896438 5
14896522 14896855 15
14896938 14898255 1
14898382 14898624 4
14898696 14901673 11
14901734 14903332 10
14903402 14905321 16
14905476 14905785 34
14905848 14906165 4
14906243 14906436 34
14906553 14906910 4
14906991 14909671 1
14909847 14909970 18
14910041 14910245 4
14910355 14911038 17
14911154 14911580 13
14911659 14919625 24
14919706 14920282 7
14920392 14920728 4
14920822 14922328 17
14922389 14924617 19
14924698 14927067 16
14927067 14930667 1
14930821 14931096 4
14931164 14933539 19
14933600 14933817 34
14933902 14934789 12
14934902 14935094 4
14935171 14936114 17
14936226 14936672 13
14936753 14940900 19
14940978 14941451 2
14941526 14963612 24
14963765 14964287 7
14964395 14964622 4
14964701 14977543 24
14977749 14978749 3
14978914 14979308 13
14979339 14979811 7
14979901 14980247 4
14980321 14980650 2
14980739 14981045 4
14981142 14981522 15
14981627 14983034 1
14983200 14983798 13
14983886 14986058 19
14986141 14986882 17
14986955 14988813 16
14988986 14989336 34
14989418 14992799 1
14992929 14993273 34
14993380 14995563 19
14995663 14996146 13
14996260 14998436 19
14998533 14998895 7
14998966 14999271 4
14999365 15000005 17
15000116 15000414 4
15000493 15001678 17
15001764 15004157 19
15004253 15004535 4
15004654 15004973 7
15005051 15005241 4
15005314 15005453 18
15005524 15013729 24
15013798 15018123 19
15018186 15020189 16
15020189 15023789 1
15023927 15024141 34
15024217 15024718 13
15024786 15027025 19
15027098 15027494 2
15027609 15044642 24
15044798 15045232 7
15045312 15062675 24
15062909 15063183 4
15063281 15063811 7
15063910 15064246 4
15064340 15064688 13
15064771 15065884 3
15065977 15066265 5
15066342 15066855 15
15066957 15068594 1
15068749 15069008 4
15069085 15069622 14
15069718 15070157 2
15070270 15071324 17
15071431 15076983 33
15077071 15080283 16
15080366 15080701 4
15080782 15080998 18
15081064 15082106 17
15082222 15084434 1
15084514 15092858 24
15092938 15093531 7
15093607 15093821 4
15093936 15094481 13
15094592 15095118 7
15095198 15098781 19
15098844 15099219 13
15099284 15100220 17
15100337 15102800 35
15102865 15106465 1
15106612 15106895 34
15107009 15107346 13
15107423 15112028 19
15112125 15112687 7
15112805 15113137 4
15113200 15113766 2
15113881 15131119 24
15131279 15131783 7
15131892 15149153 24
15149371 15149623 4
15149742 15150541 3
15150707 15151128 7
15151238 15151471 4
15151540 15151888 2
15151982 15152194 4
15152267 15152640 13
15152732 15153044 4
15153115 15153498 15
15153561 15154832 1
15154970 15155190 4
15155251 15155649 7
15155756 15155996 4
15156109 15158480 19
15158595 15159729 17
15159807 15161818 16
15161899 15162092 4
15162156 15165262 1
15165407 15165667 34
15165745 15166045 4
15166149 15167926 19
15167987 15168717 17
15168819 15169283 7
15169400 15169601 18
15169671 15169980 13
15170093 15170315 4
15170425 15171422 17
15171503 15179213 24
15179359 15179936 7
15180021 15180211 4
15180293 15181035 17
15181107 15181484 13
15181555 15185414 19
15185517 15186076 13
15186192 15186704 7
15186786 15187080 4
15187194 15190291 16
15190291 15193891 1
15194035 15194370 34
15194460 15195280 12
15195348 15200888 19
15200970 15201530 2
15201620 15225604 24
15225770 15226313 7
15226394 15237455 24
15237675 15237885 4
15238002 15238369 13
15238444 15238889 2
15238969 15239314 7
15239413 15239607 4
15239716 15240833 3
15240944 15241301 5
15241403 15241859 15
15241974 15243454 1
15243516 15243853 7
15243924 15244174 4
15244255 15244814 13
15244917 15246773 35
15246851 15249649 16
15249824 15250141 34
15250243 15252342 1
15252467 15252613 18
15252688 15253172 7
15253237 15253453 4
15253557 15254432 17
15254503 15256842 19
15256903 15264333 24
15264497 15265082 7
15265175 15265376 4
15265482 15266014 13
15266120 15266725 17
15266841 15267049 4
15267132 15267569 7
15267646 15267956 4
15268027 15271909 19
15272027 15272518 2
15272677 15282957 33
15283095 15284125 17
15284202 15284574 6
15284639 15285334 17
15285446 15288091 19
15288162 15288463 2
15288523 15314418 24
15314540 15314909 7
15314983 15315183 4
15315277 15324358 24
15324553 15325255 3
15325423 15325862 2
15325940 15326320 13
15326342 15326898 7
15326989 15327346 4
15327433 15327929 15
15328018 15329720 1
15329870 15330092 4
15330174 15330632 14
15330703 15332788 35
15332864 15336383 16
15336492 15336753 4
15336843 15337839 17
15337927 15338247 34
15338325 15340612 1
15340791 15340918 18
15340997 15341313 4
15341397 15341735 13
15341801 15342112 34
15342223 15344523 19
15344613 15352987 24
15353101 15353423 7
15353495 15353770 4
15353858 15354686 17
15354749 15358775 19
15358890 15359207 2
15359312 15359724 7
15359803 15360036 4
15360117 15367248 19
15367346 15367793 2
15367889 15368275 13
15368361 15372462 19
15372553 15374690 16
15374690 15378290 1
15378379 15378919 2
15378993 15401722 24
15401891 15402402 7
15402491 15414298 24
15414530 15414786 4
15414885 15415293 13
15415373 15415807 2
15415901 15416246 4
15416364 15416840 7
15416914 15417771 3
15417868 15418194 5
15418294 15418874 15
15418975 15420465 1
15420530 15423006 16
15423080 15425208 19
15425284 15427309 1
15427478 15427629 18
15427691 15427940 4
15428051 15429138 17
15429229 15429440 34
15429542 15429898 4
15429982 15437926 24
15438030 15438619 7
15438700 15439017 4
15439100 15440875 17
15440937 15444900 19
15444989 15445313 2
15445407 15449466 19
15449530 15449834 2
15449994 15458197 33
15458337 15458907 7
15458979 15459473 2
15459539 15478982 24
15479130 15479612 7
15479704 15494823 24
15495015 15495216 4
15495298 15495807 7
15495898 15496999 3
15497087 15497249 5
15497327 15497799 2
15497975 15498495 13
15498558 15498866 4
15498928 15499463 15
15499577 15501209 1
15501354 15501698 4
15501763 15503573 10
15503683 15506662 11
15506724 15510302 16
15510376 15510721 4
15510787 15510943 18
15511059 15513441 19
15513540 15513738 4
15513818 15516969 1
15517034 15525401 24
15525536 15525852 4
15525917 15526467 13
15526532 15526974 7
15527057 15529156 19
15529241 15531313 16
15531425 15531756 34
15531864 15532604 12
15532674 15532878 4
15532967 15534120 17
15534219 15537819 1
15537954 15538287 34
15538359 15538807 13
15538872 15541730 19
15541806 15542269 7
15542364 15542573 4
15542633 15545243 19
15545330 15545789 2
15545851 15572383 24
15572548 15572954 7
15573070 15581610 24
15581858 15582076 4
15582143 15582525 13
15582613 15582960 4
15583038 15583502 2
15583600 15584106 7
15584184 15584451 4
15584517 15585423 3
15585538 15585689 5
15585757 15586206 15
15586273 15587487 1
15587645 15590619 19
15590699 15591747 17
15591826 15595319 16
15595403 15595751 4
15595855 15596069 34
15596172 15597744 19
15597823 15598038 18
15598098 15598299 34
15598379 15600286 1
15600286 15600603 4
15600667 15601274 17
15601394 15601975 7
15602091 15602321 4
15602400 15602728 13
15602816 15610265 24
15610426 15611851 17
15611945 15612331 13
15612419 15612790 7
15612867 15613204 4
15613267 15615889 19
15615952 15617787 16
15617787 15621387 1
15621562 15621834 4
15621876 15622458 6
15622585 15632601 33
15632687 15633135 2
15633207 15653530 24
15653679 15654236 7
15654347 15668619 24
15668828 15669044 4
15669157 15669637 2
15669760 15670323 13
15670384 15670947 7
15671109 15672274 3
15672339 15672465 5
15672541 15672908 15
15672988 15674715 1
15674862 15675132 4
15675223 15675543 13
15675640 15676471 17
15676556 15681971 33
15682050 15685173 16
15685261 15686787 19
15686900 15687197 4
15687280 15690664 1
15690835 15691057 18
15691130 15699214 24
15699383 15699809 13
15699889 15702581 19
15702676 15703216 2
15703342 15712199 33
15712343 15712698 7
15712787 15713124 4
15713220 15713646 2
15713707 15714107 13
15714208 15714470 34
15714578 15715400 12
15715465 15716559 17
15716657 15717066 7
15717129 15717427 4
15717543 15720074 35
15720157 15720616 2
15720720 15748389 24
15748543 15748881 7
15748971 15755678 24
15755911 15756579 3
15756643 15756937 5
15756999 15757484 7
15757595 15757842 4
15757931 15758463 13
15758526 15758989 2
15759059 15759263 4
15759333 15759838 15
15759933 15761265 1
15761413 15761708 4
15761770 15762203 14
15762282 15764279 35
15764380 15764967 13
15765052 15766980 16
15767057 15767505 7
15767620 15767920 4
15768037 15771299 1
15771420 15771692 34
15771780 15772001 4
15772074 15773903 19
15774014 15774364 34
15774435 15776147 19
15776227 15776426 4
15776506 15778494 19
15778609 15779035 13
15779140 15779313 18
15779394 15787062 24
15787124 15790474 19
15790585 15792432 35
15792499 15792867 7
15792948 15793285 4
15793380 15796980 1
15797147 15797506 34
15797618 15798442 12
15798537 15798925 7
15798988 15799239 4
15799348 15800339 17
15800459 15800907 2
15801017 15801756 17
15801824 15811473 33
15811562 15811977 2
15812073 15835934 24
15836089 15836438 7
15836505 15847548 24
15847755 15847967 4
15848056 15848593 2
15848674 15848983 4
15849053 15849432 7
15849497 15850612 3
15850748 15851284 13
15851346 15851619 4
15851685 15852232 15
15852350 15853841 1
15853925 15857084 16
15857160 15859186 19
15859251 15859534 34
15859644 15859884 4
15859984 15862215 1
15862386 15862742 34
15862805 15863372 13
15863437 15864593 17
15864703 15866221 19
15866292 15866477 18
15866562 15874097 24
15874187 15880503 19
15880611 15883082 16
15883082 15886682 1
15886836 15887109 34
15887182 15887905 17
15887994 15888473 7
15888538 15888864 4
15888930 15889271 13
15889346 15892473 19
15892547 15892858 2
15892970 15909961 24
15910101 15910408 7
15910488 15927923 24
15928136 15928422 4
15928513 15928980 13
15929087 15929520 2
15929581 15929889 4
15929963 15930630 3
15930758 15931348 7
15931442 15931641 4
15931717 15932292 15
15932398 15934060 1
15934159 15934679 7
15934750 15935009 4
15935115 15935548 7
15935625 15935908 4
15936009 15938728 35
15938810 15941668 16
15941752 15942024 4
15942113 15945589 1
15945754 15945941 18
15946041 15946343 4
15946461 15946827 7
15946944 15947132 4
15947248 15947947 17
15948042 15948434 7
15948520 15956721 24
15956809 15958434 17
15958515 15958986 7
15959057 15964434 19
15964502 15965067 7
15965174 15965461 4
15965571 15967372 35
15967444 15970830 16
15970830 15974430 1
15974557 15975014 13
15975109 15975781 12
15975842 15976409 13
15976511 15976775 4
15976894 15977849 17
15977928 15978435 2
15978497 16004065 24
16004224 16004713 7
16004810 16013514 24
16013707 16014043 4
16014153 16014564 2
16014641 16015052 13
16015137 16015778 3
16015849 16016205 5
16016317 16016810 7
16016871 16017222 4
16017284 16017817 15
16017891 16019108 1
16019255 16021244 19
16021350 16021764 13
16021854 16025079 19
16025160 16028295 16
16028450 16028804 34
16028880 16030773 19
16030839 16034000 1
16034131 16034273 18
16034366 16035228 17
16035316 16043033 24
16043132 16043570 7
16043679 16044029 4
16044117 16044436 13
16044525 16046199 17
16046283 16048861 19
16048925 16049249 7
16049328 16049542 4
16049644 16052222 16
16052222 16055822 1
16055973 16056541 7
16056658 16056895 4
16056970 16057508 13
16057597 16059709 35
16059788 16060591 17
16060665 16063807 35
16063893 16064223 2
16064338 16092006 24
16092132 16092699 7
16092798 16099527 24
16099714 16099925 4
16099996 16100540 7
16100713 16101721 3
16101781 16102101 5
16102213 16102517 2
16102650 16103160 13
16103237 16103427 4
16103496 16103995 15
16104070 16105834 1
16105959 16106156 4
16106224 16109162 11
16109227 16111138 10
16111202 16114634 16
16114712 16114974 4
16115036 16115538 13
16115605 16117307 19
16117394 16118207 17
16118294 16118498 18
16118590 16118867 4
16118980 16119731 17
16119799 16121045 19
16121115 16121659 7
16121743 16122090 4
16122188 16123878 19
16123939 16124157 4
16124265 16126256 1
16126336 16133837 24
16133911 16136004 19
16136078 16138261 16
16138261 16141861 1
16142034 16148959 19
16149071 16149560 2
16149708 16160402 33
16160484 16160978 2
16161071 16185317 24
16185456 16185986 7
16186190 16186510 4
16186577 16186898 7
16186965 16187153 4
16187272 16187850 2
16187965 16188564 13
16188657 16188990 4
16189055 16190218 3
16190302 16190433 5
16190533 16190956 15
16191073 16192587 1
16192734 16194686 19
16194791 16195220 7
16195313 16195622 4
16195728 16196904 17
16196981 16199490 16
16199593 16199800 4
16199902 16202750 1
16202891 16203211 34
16203317 16203604 4
16203714 16203930 34
16204048 16204234 18
16204347 16204857 7
16204946 16205232 4
16205324 16205787 13
16205863 16207264 19
16207346 16215715 24
16215798 16216216 7
16216334 16216690 4
16216788 16218331 17
16218392 16221911 19
16222007 16222431 2
16222572 16229780 33
16229957 16230907 17
16230990 16231459 7
16231557 16231878 4
16231946 16234925 35
16235032 16235683 17
16235775 16236246 6
16236332 16236643 2
16236715 16256341 24
16256471 16256790 7
16256909 16272143 24
16272345 16273333 3
16273485 16273868 7
16273936 16274163 4
16274261 16274729 2
16274895 16275213 13
16275284 16275553 4
16275616 16276000 15
16276081 16277513 1
16277677 16278097 7
16278216 16278449 4
16278537 16284745 33
16284812 16288022 16
16288169 16288425 34
16288528 16288855 4
16288945 16292329 1
16292508 16292715 18
16292797 16294924 19
16294987 16302447 24
16302579 16302803 4
16302883 16303411 13
16303516 16304503 17
16304587 16308702 19
16308771 16309349 13
16309425 16309964 7
16310033 16310328 4
16310440 16312612 16
16312612 16316212 1
16316344 16316633 34
16316724 16317416 12
16317480 16317781 4
16317872 16318318 13
16318397 16322119 19
16322195 16322426 34
16322497 16322859 2
16322971 16345378 24
16345531 16345976 7
16346084 16346409 4
16346510 16358574 24
16358810 16359011 4
16359123 16359547 7
16359623 16360318 3
16360453 16360784 2
16360886 16361114 4
16361231 16361705 13
16361780 16362130 4
16362196 16362507 15
16362581 16363910 1
16364061 16364408 4
16364521 16365021 13
16365115 16368649 35
16368721 16369241 14
16369314 16372024 16
16372130 16372410 4
16372516 16374670 1
16374834 16374995 18
16375080 16375540 13
16375658 16375955 34
16376018 16376521 7
16376604 16376937 4
16377018 16377238 34
16377325 16377637 4
16377714 16378922 19
16378982 16379331 7
16379404 16379693 4
16379810 16380615 17
16380699 16388245 24
16388412 16388990 7
16389087 16389413 4
16389520 16391182 17
16391252 16397926 19
16398037 16401028 16
16401028 16404628 1
16404757 16405011 4
16405091 16408483 19
16408557 16409005 2
16409085 16409460 2
16409553 16425398 24
16425522 16426006 7
16426097 16444897 24
16445092 16445441 4
16445539 16446044 13
16446110 16446314 4
16446388 16446948 2
16447022 16447492 7
16447553 16448726 3
16448795 16448956 5
16449039 16449502 15
16449586 16450946 1
16451049 16451444 7
16451522 16451770 4
16451836 16454363 19
16454465 16455082 17
16455177 16455559 7
16455629 16455922 4
16455990 16458122 16
16458227 16458574 4
16458662 16458899 34
16458962 16462344 1
16462500 16462734 18
16462800 16463340 7
16463403 16463726 4
16463821 16464672 17
16464779 16466194 19
16466264 16466567 13
16466655 16474130 24
16474250 16475980 17
16476080 16476474 13
16476554 16476976 7
16477047 16477293 4
16477367 16482526 19
16482598 16483707 17
16483805 16484232 13
16484323 16487537 35
16487650 16491250 1
16491420 16491977 13
16492075 16499170 19
16499242 16499743 2
16499837 16520936 24
16521077 16521509 7
16521600 16535241 24
16535469 16535706 4
16535785 16536173 2
16536274 16536568 4
16536671 16537141 7
16537249 16538339 3
16538514 16538893 13
16539005 16539225 4
16539300 16539684 15
16539747 16541417 1
16541587 16541906 4
16542012 16544011 19
16544079 16546354 16
16546437 16546764 7
16546846 16547136 4
16547229 16550413 1
16550549 16550695 18
16550792 16551245 13
16551327 16551874 7
16551960 16552305 4
16552411 16553671 19
16553758 16561516 24
16561655 16561980 4
16562092 16562446 13
16562550 16562870 4
16562955 16563825 17
16563909 16569018 19
16569123 16569497 2
16569581 16569928 13
16570038 16570702 17
16570801 16571313 2
16571389 16571788 6
16571924 16581232 33
16581405 16582182 17
16582249 16582817 2
16582900 16602652 24
16602784 16603169 7
16603260 16603597 4
16603695 16618539 24
16618770 16618966 4
16619044 16619485 13
16619585 16619896 2
16620006 16620310 4
16620373 16620797 7
16620857 16621065 4
16621154 16622034 3
16622137 16622479 5
16622594 16623124 15
16623244 16624501 1
16624668 16624914 4
16624998 16625311 7
16625389 16625676 4
16625755 16626224 13
16626324 16627287 17
16627350 16629368 19
16629446 16632265 16
16632371 16632656 4
16632776 16635160 1
16635324 16635520 18
16635615 16637205 19
16637306 16637657 34
16637729 16639433 19
16639516 16647486 24
16647663 16647996 7
16648058 16648298 4
16648364 16648929 13
16649032 16649537 7
16649597 16649833 4
16649949 16651320 17
16651397 16656781 19
16656845 16657097 34
16657194 16660794 1
16660941 16661179 34
16661251 16661464 4
16661581 16661951 13
16662020 16662446 7
16662506 16662704 4
16662781 16666338 35
16666453 16667017 13
16667123 16667379 4
16667460 16668605 17
16668680 16668987 2
16669087 16689012 24
16689163 16689722 7
16689805 16704676 24
16704871 16706036 3
16706142 16706298 5
16706372 16706818 13
16706924 16707300 7
16707373 16707598 4
16707664 16708109 2
16708244 16708468 4
16708575 16708901 15
16709016 16710466 1
16710641 16710906 4
16710975 16711632 17
16711717 16713008 10
16713079 16715489 11
16715568 16717979 16
16718151 16718484 34
16718580 16721268 1
16721401 16721730 34
16721791 16722127 13
16722191 16724043 19
16724136 16724459 4
16724557 16726351 19
16726416 16726710 4
16726821 16727271 7
16727341 16727638 4
16727698 16729644 19
16729758 16730863 17
16730983 16731578 7
16731689 16732038 4
16732143 16732363 18
16732445 16740003 24
16740085 16744929 19
16745044 16745713 12
16745808 16748516 35
16748616 16748990 7
16749087 16749406 4
16749489 16749857 13
16749952 16756258 19
16756339 16756861 13
16756950 16757396 7
16757503 16757713 4
16757803 16758803 17
16758886 16761207 19
16761324 16761534 34
16761629 16761850 4
16761933 16763073 17
16763171 16766771 1
16766853 16767404 2
16767479 16792483 24
16792698 16793010 4
16793075 16793548 13
16793656 16794067 2
16794185 16794758 7
16794865 16795939 3
16796002 16796152 5
16796230 16796650 15
16796718 16798190 1
16798345 16801619 19
16801687 16803723 16
16803786 16804096 7
16804193 16804495 4
16804608 16804982 13
16805070 16805594 7
16805696 16805975 4
16806053 16809335 1
16809474 16809656 18
16809728 16810750 17
16810863 16811197 34
16811295 16811513 4
16811623 16811887 34
16811973 16812238 4
16812325 16820758 24
16820822 16821225 7
16821302 16821556 4
16821623 16822035 13
16822142 16823226 17
16823294 16825262 19
16825360 16826524 17
16826626 16834174 33
16834300 16834690 13
16834769 16840957 19
16841040 16841559 2
16841673 16857951 24
16858114 16858530 7
16858599 16858952 4
16859050 16877274 24
16877463 16878270 3
16878423 16878929 13
16879009 16879390 2
16879557 16880085 7
16880154 16880383 4
16880469 16880843 15
16880929 16882323 1
16882479 16882775 4
16882876 16883299 2
16883376 16889418 33
16889497 16892194 16
16892298 16892703 7
16892821 16893057 4
16893143 16895547 1
16895718 16895860 18
16895921 16896415 7
16896494 16896841 4
16896942 16898607 19
16898681 16905937 24
16906099 16906493 7
16906576 16906831 4
16906908 16907488 13
16907548 16907739 4
16907804 16908690 17
16908809 16909039 4
16909146 16909844 17
16909919 16914949 19
16915064 16915373 13
16915442 16920773 19
16920839 16923632 16
16923632 16927232 1
16927298 16927619 2
16927725 16947059 24
16947205 16947792 7
16947859 16948100 4
16948202 16963126 24
16963251 16963605 7
16963831 16964063 4
16964139 16964718 7
16964795 16965468 3
16965628 16966090 2
16966171 16966542 13
16966627 16966967 4
16967071 16967495 15
16967606 16968932 1
16969105 16969317 4
16969399 16969748 13
16969841 16970441 17
16970535 16971047 7
16971112 16971357 4
16971469 16974287 19
16974362 16976883 16
16976990 16977686 17
16977762 16978292 13
16978386 16978618 34
16978706 16980795 1
16980940 16981157 18
16981256 16982407 17
16982482 16983863 19
16983980 16984467 7
16984555 16984914 4
16984988 16993968 24
16994044 16994441 13
16994501 16996227 17
16996301 17000626 19
17000687 17001350 12
17001443 17001860 7
17001954 17002302 4
17002394 17004769 16
17004882 17005152 34
17005248 17005567 4
17005673 17006687 17
17006761 17009360 35
17009463 17010457 17
17010555 17012758 35
17012841 17016441 1
17016526 17016986 2
17017067 17044830 24
17044972 17045527 7
17045608 17045928 4
17046023 17052602 24
17052834 17053115 4
17053191 17053721 2
17053818 17054400 7
17054462 17054733 4
17054819 17055178 13
17055276 17056017 3
17056109 17056273 5
17056359 17056753 15
17056855 17058234 1
17058378 17058718 4
17058789 17059365 14
17059455 17059790 4
17059879 17060344 13
17060420 17061223 17
17061301 17064571 16
17064632 17064845 4
17064946 17065291 13
17065356 17067151 19
17067253 17067774 7
17067893 17068109 4
17068217 17070671 1
17070820 17070997 18
17071076 17071265 4
17071333 17079715 24
17079807 17080260 7
17080367 17080574 4
17080671 17081199 13
17081289 17081721 7
17081807 17082036 4
17082107 17087016 19
17087128 17089532 16
17089532 17093132 1
17093290 17093514 34
17093620 17094079 7
17094155 17094394 4
17094475 17099740 19
17099814 17100376 2
17100447 17100817 2
17100929 17116092 24
17116255 17116726 7
17116793 17117117 4
17117236 17137061 24
17137272 17138129 3
17138224 17138411 5
17138517 17139064 7
17139167 17139489 4
17139556 17140093 2
17140200 17140530 13
17140629 17140908 4
17141023 17141442 15
17141509 17143263 1
17143342 17143809 7
17143879 17144072 4
17144170 17146645 35
17146709 17150197 19
17150284 17152939 16
17153043 17153234 4
17153303 17155911 1
17156081 17156306 18
17156414 17157824 19
17157901 17165377 24
17165557 17165864 7
17165951 17166250 4
17166327 17167653 17
17167722 17168048 4
17168114 17168657 13
17168718 17174504 19
17174610 17175463 12
17175558 17176036 13
17176110 17179802 19
17179868 17180285 7
17180397 17180577 4
17180655 17184255 1
17184383 17188935 19
17189004 17189510 2
17189607 17215524 24
17215693 17216060 7
17216142 17216417 4
17216494 17225627 24
17225833 17226079 4
17226196 17226654 13
17226700 17227085 7
17227169 17227513 4
17227594 17227963 2
17228079 17228405 4
17228507 17229144 3
17229259 17229469 5
17229588 17230146 15
17230235 17231696 1
17231819 17233821 19
17233887 17237301 16
17237371 17237613 4
17237715 17240213 1
17240354 17240666 34
17240771 17240985 18
17241105 17242221 17
17242284 17242578 4
17242670 17242977 13
17243050 17243442 7
17243544 17243870 4
17243959 17246359 19
17246438 17255087 24
17255151 17262022 19
17262121 17262784 12
17262859 17265386 19
17265475 17265915 2
17266070 17274463 33
17274536 17274849 2
17274927 17290311 24
17290449 17290891 7
17290998 17310712 24
17310931 17311261 4
17311329 17312119 3
17312270 17312689 7
17312773 17313002 4
17313103 17313674 13
17313744 17314308 2
17314464 17314669 4
17314750 17315312 15
17315380 17316835 1
17316974 17317155 4
17317245 17319882 11
17319980 17322281 10
17322350 17325352 16
17325436 17326134 17
17326249 17326778 13
17326884 17328483 19
17328598 17330488 1
17330626 17330753 18
17330838 17338827 24
17338917 17339195 4
17339256 17340875 17
17340974 17341564 13
17341652 17347531 19
17347629 17348062 2
17348139 17348575 7
17348648 17348971 4
17349072 17352672 1
17352797 17353092 34
17353169 17353362 4
17353480 17353914 7
17353995 17354270 4
17354371 17354968 13
17355047 17357200 35
17357293 17367655 33
17367745 17368055 2
17368145 17394385 24
17394546 17395115 7
17395217 17403860 24
17404062 17404676 3
17404776 17405109 5
17405195 17405654 13
17405756 17406343 2
17406449 17406888 7
17406951 17407151 4
17407268 17407783 15
17407891 17409111 1
17409188 17412544 16
17412648 17412830 4
17412934 17415185 1
17415319 17415444 18
17415525 17416018 13
17416129 17416969 17
17417035 17425349 24
17425437 17425801 7
17425879 17426194 4
17426276 17426580 13
17426645 17426907 4
17427000 17427966 17
17428027 17430025 19
17430106 17432387 16
17432387 17435987 1
17436113 17436534 13
17436622 17442241 19
17442347 17444840 35
17444938 17445262 7
17445323 17445656 4
17445721 17446125 2
17446201 17472190 24
17472351 17472943 7
17473015 17473360 4
17473430 17481962 24
17482212 17482414 4
17482486 17482820 2
17482998 17483275 4
17483391 17483764 13
17483850 17484320 7
17484405 17484725 4
17484807 17485630 3
17485695 17486010 5
17486115 17486633 15
17486745 17488380 1
17488520 17488764 4
17488869 17489401 2
17489511 17490451 17
17490534 17496590 33
17496653 17498668 16
17498747 17499006 4
17499117 17501459 1
17501632 17501805 18
17501921 17502622 17
17502692 17503041 34
17503120 17503436 13
17503514 17511747 24
17511828 17512166 4
17512257 17512764 13
17512867 17513402 7
17513467 17513715 4
17513819 17514813 17
17514875 17520698 19
17520784 17522961 16
17522961 17526561 1
17526719 17526908 34
17527003 17527418 7
17527519 17527851 4
17527942 17528597 17
17528691 17537754 33
17537843 17538364 2
17538479 17561800 24
17561924 17562472 7
17562558 17574192 24
17574433 17574625 4
17574717 17575080 2
17575157 17575719 13
17575768 17576326 7
17576429 17576641 4
17576740 17577519 3
17577620 17577943 5
17578062 17578507 15
17578592 17580173 1
17580249 17582936 16
17583033 17583283 4
17583371 17585496 1
17585634 17585818 34
17585924 17586117 18
17586234 17588566 19
17588639 17588902 4
17588984 17589808 17
17589873 17597365 24
17597452 17598003 7
17598113 17598430 4
17598543 17599297 17
17599381 17599749 13
17599840 17600215 7
17600278 17600537 4
17600622 17604387 19
17604450 17606341 16
17606341 17609941 1
17610070 17610337 34
17610456 17611081 12
17611201 17612178 17
17612294 17612703 7
17612778 17613010 4
17613118 17613573 13
17613666 17613852 4
17613955 17614523 13
17614605 17615125 7
17615241 17615486 4
17615577 17616700 17
17616764 17617100 6
17617257 17627778 33
17627858 17628164 2
17628274 17645480 24
17645632 17645966 7
17646033 17646247 4
17646355 17664167 24
17664412 17664739 4
17664858 17665392 13
17665453 17666115 3
17666247 17666760 2
17666852 17667386 7
17667463 17667651 4
17667740 17668293 15
17668369 17670072 1
17670145 17672672 16
17672785 17673049 4
17673142 17675274 19
17675368 17675727 4
17675830 17676301 13
17676372 17676648 34
17676754 17677083 7
17677177 17677401 4
17677498 17677808 34
17677873 17681144 1
17681302 17681456 18
17681543 17689750 24
17689839 17694139 19
17694219 17696403 16
17696403 17700003 1
17700125 17700437 34
17700522 17700704 4
17700821 17703225 35
17703289 17703611 13
17703723 17709440 19
17709514 17709986 2
17710051 17730459 24
17730601 17731031 7
17731097 17745471 24
17745676 17746526 3
