*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
13250577 13251151 7
13251265 13251546 4
13251611 13251969 13
13252044 13252350 4
13252429 13252913 15
13253009 13254524 1
13254651 13254985 4
13255048 13255520 6
13255589 13256504 17
13256609 13263636 33
13263703 13266218 16
13266292 13266538 4
13266633 13269389 1
13269523 13269782 34
13269844 13277854 24
13277936 13278524 7
13278637 13278947 4
13279060 13279984 17
13280090 13280394 4
13280471 13280773 13
13280840 13283956 19
13284019 13287294 35
13287375 13287804 2
13287887 13288117 4
13288234 13288685 13
13288792 13289475 17
13289579 13292949 35
13293029 13295891 19
13295963 13296307 13
13296395 13299919 35
13299999 13300263 34
13300365 13303965 1
13304047 13304459 2
13304523 13328447 24
13328598 13329146 7
13329236 13329527 4
13329613 13340179 24
13340410 13341282 3
13341371 13341721 5
13341797 13342330 15
13342402 13344198 1
13344350 13344850 14
13344919 13346007 17
13346083 13349438 16
13349503 13349716 4
13349811 13353115 1
13353115 13353391 4
13353511 13353738 34
13353813 13354081 4
13354180 13354542 13
13354619 13356418 19
13356482 13364539 24
13364630 13365783 17
13365868 13366267 7
13366359 13366712 4
13366779 13368144 17
13368229 13374417 19
13374491 13374825 13
13374931 13378582 19
13378669 13379051 2
13379165 13379598 7
13379659 13379847 4
13379958 13382353 16
13382353 13385953 1
13386041 13386486 2
13386604 13412706 24
13412832 13413371 7
13413455 13413663 4
13413745 13422151 24
13422352 13422537 4
13422602 13423184 7
13423284 13424344 3
13424439 13424677 5
13424760 13425124 2
13425221 13425754 13
13425817 13426119 4
13426188 13426683 15
13426764 13428562 1
13428729 13428975 4
13429046 13431383 19
13431457 13432356 17
13432434 13434271 16
13434373 13434640 4
13434757 13437682 1
13437682 13438025 4
13438117 13439409 19
13439478 13439719 34
13439834 13442156 19
13442231 13442795 7
13442862 13450862 24
13450968 13451326 7
13451443 13451689 4
13451808 13452143 7
13452206 13452489 4
13452587 13453097 13
13453167 13453787 17
13453877 13460758 19
13460863 13461469 12
13461573 13464610 35
13464710 13467492 16
13467492 13471092 1
13471256 13471685 7
13471767 13472107 2
13472200 13497151 24
13497305 13497624 7
13497724 13497942 4
13498049 13507375 24
13507615 13508560 3
13508700 13509163 7
13509265 13509617 4
13509710 13510038 13
13510148 13510503 4
13510604 13510978 2
13511079 13511384 4
13511468 13512021 15
13512083 13513453 1
13513598 13513815 4
13513924 13516450 35
13516517 13516954 13
13517059 13520641 35
13520701 13523452 16
13523569 13523864 4
13523946 13524304 34
13524374 13524573 4
13524649 13524977 34
13525086 13527996 1
13527996 13528352 4
13528461 13528959 13
13529038 13537291 24
13537419 13537613 4
13537711 13538305 13
13538398 13538611 4
13538718 13539236 7
13539311 13539581 4
13539685 13540703 17
13540782 13544215 19
13544296 13546244 16
13546244 13549844 1
13549990 13550203 34
13550319 13550525 4
13550597 13553105 35
13553169 13553544 7
13553609 13553937 4
13554036 13554397 13
13554507 13556497 35
13556616 13557136 2
13557231 13557977 17
13558046 13558591 2
13558655 13576776 24
13576923 13577314 7
13577392 13593492 24
13593647 13594069 7
13594294 13594502 4
13594580 13595085 7
13595163 13595860 3
13595948 13596251 5
13596347 13596888 13
13596981 13597247 4
13597336 13597766 2
13597841 13598041 4
13598157 13598621 15
13598717 13600176 1
13600315 13600496 4
13600613 13604158 19
13604223 13606668 35
13606736 13608810 16
13608873 13610119 19
13610192 13613229 1
13613407 13613592 34
13613677 13613990 4
13614063 13614565 13
13614683 13615042 34
13615150 13617071 19
13617146 13625596 24
13625736 13626095 4
13626165 13628391 19
13628468 13631106 16
13631106 13631380 4
13631495 13633374 35
13633442 13633931 13
13634037 13636039 35
13636117 13642480 19
13642558 13642739 34
13642817 13643542 12
13643634 13643905 4
13644004 13644470 2
13644530 13644939 7
13645025 13645286 4
13645361 13645922 7
13646037 13646259 4
13646375 13646688 13
13646807 13647114 4
13647210 13650370 35
13650441 13651614 17
13651680 13655280 1
13655354 13655714 2
13655808 13670402 24
13670534 13670870 7
13670953 13690869 24
13691108 13691337 4
13691440 13692042 3
13692167 13692548 13
13692626 13692960 2
13693127 13693399 4
13693488 13693816 7
13693908 13694088 4
13694192 13694779 15
13694861 13696230 1
13696313 13698987 16
13699124 13699332 34
13699428 13702454 1
13702544 13711194 24
13711298 13711694 7
13711774 13711990 4
13712051 13712395 13
13712457 13712923 7
13713009 13718546 19
13718627 13721220 35
13721306 13722056 17
13722144 13725744 1
13725898 13726162 34
13726262 13727020 12
13727095 13728247 17
13728357 13728629 34
13728742 13728980 4
13729092 13731855 16
13731917 13732219 2
13732292 13750477 24
13750611 13751030 7
13751123 13751388 4
13751466 13767539 24
13767771 13768076 4
13768142 13768656 7
13768747 13769021 4
13769089 13769552 2
13769666 13770032 13
13770131 13770409 4
13770473 13771188 3
13771254 13771455 5
13771544 13771995 15
13772097 13773371 1
13773540 13774043 13
13774155 13776508 19
13776628 13779187 35
13779276 13782658 16
13782774 13782964 4
13783047 13783724 17
13783826 13784071 4
13784138 13787165 1
13787326 13787586 34
13787677 13788037 13
13788116 13795342 24
13795443 13795800 7
13795873 13796057 4
13796169 13796548 13
13796653 13797631 17
13797739 13798244 7
13798319 13798673 4
13798791 13799908 17
13799997 13804601 19
13804707 13806580 16
13806580 13810180 1
13810302 13810527 4
13810631 13813757 19
13813832 13814200 7
13814289 13814522 4
13814629 13815086 13
13815172 13816192 17
13816299 13816962 12
13817047 13817458 2
13817529 13843092 24
13843263 13843683 7
13843771 13844004 4
13844113 13852843 24
13853026 13854196 3
13854291 13854563 5
13854651 13855049 7
13855126 13855413 4
13855477 13855810 13
13855877 13856070 4
13856142 13856648 2
13856821 13857158 4
13857265 13857778 15
13857855 13859400 1
13859565 13859747 4
13859828 13860386 2
13860490 13861223 17
13861338 13868185 33
13868263 13871069 16
13871174 13871419 4
13871501 13874624 1
13874710 13882437 24
13882612 13883089 7
13883167 13883422 4
13883540 13884094 13
13884176 13884391 4
13884474 13884780 7
13884877 13885147 4
13885246 13886316 17
13886387 13889366 19
13889448 13890163 12
13890246 13890935 17
13891038 13895658 19
13895750 13898690 16
13898690 13902290 1
13902446 13902709 34
13902778 13903036 4
13903144 13903484 2
13903552 13903927 2
13903995 13931030 24
13931188 13931733 7
13931835 13939598 24
13939855 13940151 4
13940216 13940579 7
13940682 13941491 3
13941658 13942056 2
13942155 13942613 13
13942732 13943235 15
13943353 13945074 1
13945241 13945597 4
13945664 13946012 13
13946114 13949518 19
13949597 13952653 35
13952738 13955640 16
13955742 13956044 4
13956121 13959388 1
13959530 13959749 34
13959833 13960119 4
13960192 13960518 34
13960629 13960988 4
13961067 13969998 24
13970147 13970743 7
13970811 13971131 4
13971204 13971571 13
13971633 13972080 7
13972147 13974498 19
13974592 13974792 34
13974866 13975766 12
13975858 13976430 13
13976522 13981308 19
13981387 13981916 7
13982001 13982348 4
13982415 13985190 16
13985190 13988790 1
13988964 13989159 4
13989271 13990195 17
13990267 13990717 2
13990835 14009021 24
14009168 14009517 7
14009590 14026173 24
14026378 14026592 4
14026662 14027131 7
14027205 14028386 3
14028543 14028858 2
14028948 14029130 4
14029248 14029659 13
14029722 14030019 4
14030089 14030685 15
14030758 14032352 1
14032491 14032743 4
14032810 14033487 17
14033558 14033914 7
14033976 14034241 4
14034321 14035171 17
14035233 14035748 7
14035824 14036078 4
14036153 14036680 13
14036765 14039425 16
14039530 14039842 4
14039961 14041832 1
14041988 14042192 34
14042300 14042516 4
14042630 14042915 34
14043025 14043341 4
14043425 14043738 7
14043816 14044128 4
14044200 14044677 7
14044785 14045031 4
14045109 14045551 13
14045663 14047067 19
14047143 14047439 4
14047528 14056186 24
14056286 14056709 7
14056790 14057042 4
14057143 14057720 7
14057794 14058131 4
14058212 14060499 19
14060611 14061197 2
14061265 14064392 35
14064474 14064746 34
14064814 14068414 1
14068570 14068854 34
14068947 14069244 4
14069329 14069645 13
14069752 14072350 19
14072463 14074360 16
14074360 14074702 4
14074781 14081205 19
14081291 14081766 2
14081860 14110142 24
14110319 14110789 7
14110889 14117238 24
14117469 14118394 3
14118509 14118789 5
14118858 14119230 2
14119344 14119859 13
14119909 14120361 7
14120424 14120759 4
14120860 14121246 15
14121308 14122564 1
14122715 14122995 4
14123085 14125586 16
14125655 14125863 4
14125966 14128169 1
14128334 14128681 34
14128775 14130744 19
14130858 14131164 13
14131250 14131545 4
14131621 14131811 34
14131904 14132220 4
14132323 14132689 7
14132766 14133114 4
14133213 14133693 7
14133760 14141867 24
14141928 14143103 17
14143192 14143766 7
14143845 14144034 4
14144145 14144669 13
14144743 14149094 19
14149202 14151925 16
14152026 14152283 34
14152358 14152756 7
14152862 14153211 4
14153326 14156666 35
14156754 14157103 34
14157173 14158324 17
14158439 14158749 7
14158820 14159034 4
14159142 14161510 19
14161593 14161928 2
14162043 14165917 19
14165997 14166389 13
14166478 14170965 19
14171044 14171550 2
14171661 14174101 35
14174203 14174558 13
14174678 14176835 19
14176908 14180302 35
14180402 14181433 17
14181524 14182299 12
14182373 14182682 4
14182786 14183415 17
14183497 14187097 1
14187175 14187639 2
14187717 14210327 24
14210572 14210916 4
14210983 14211471 7
14211573 14211771 4
14211856 14212426 2
14212526 14212744 4
14212811 14213161 13
14213278 14214334 3
14214428 14214665 5
14214750 14215245 15
14215349 14216714 1
14216778 14219030 16
14219147 14219569 7
14219646 14219886 4
14219983 14220551 7
14220659 14220852 4
14220952 14223300 1
14223379 14231373 24
14231450 14235079 19
14235176 14235431 34
14235508 14236644 17
14236759 14237235 7
14237313 14237554 4
14237623 14240826 16
14240826 14244426 1
14244560 14244931 7
14244996 14245320 4
14245425 14248421 19
14248528 14248834 2
14248898 14249366 2
14249466 14267473 24
14267629 14267998 7
14268068 14284674 24
14284810 14285290 7
14285548 14285863 4
14285970 14286333 2
14286498 14286895 13
14286984 14287252 4
14287330 14287675 7
14287809 14288669 3
14288743 14288910 5
14288974 14289400 15
14289478 14290835 1
14291001 14291213 4
14291302 14291686 7
14291799 14291980 4
14292049 14292638 14
14292725 14293610 17
14293713 14296800 35
14296880 14299767 16
14299836 14300080 4
14300152 14303209 1
14303357 14303687 34
14303801 14304856 17
14304959 14305261 34
14305328 14307599 19
14307660 14315654 24
14315797 14316094 4
14316196 14316565 13
14316634 14316911 4
14317027 14317371 7
14317446 14323931 19
14323993 14324368 7
14324483 14324817 4
14324884 14327512 16
14327512 14331112 1
14331268 14331571 34
14331640 14331932 4
14331994 14334819 19
14334905 14335356 2
14335417 14335925 2
14336044 14364255 24
14364390 14364834 7
14364905 14365097 4
14365173 14371199 24
14371340 14371829 7
14372063 14372403 4
14372512 14372951 13
14372985 14373341 7
14373409 14373768 4
14373864 14374293 2
14374373 14374596 4
14374679 14375508 3
14375581 14375931 5
14376004 14376401 15
14376477 14378077 1
14378233 14378539 4
14378601 14379510 17
14379608 14380001 7
14380066 14380258 4
14380355 14380735 13
14380849 14383497 35
14383575 14386525 16
14386615 14386912 4
14387003 14390255 1
14390380 14390686 34
14390750 14391337 7
14391426 14391611 4
14391681 14392029 34
14392121 14392622 13
14392733 14392989 4
14393050 14400321 24
14400401 14400958 13
14401048 14401372 4
14401476 14403169 17
14403253 14403458 4
14403518 14405196 17
14405273 14407878 19
14407981 14409906 16
14409906 14413506 1
14413645 14413981 34
14414053 14414545 7
14414606 14414850 4
14414954 14415267 13
14415383 14418184 35
14418299 14418893 7
14418995 14419204 4
14419302 14422288 19
14422364 14422769 2
14422858 14450724 24
14450897 14451363 7
14451475 14458422 24
14458626 14459253 3
14459317 14459575 5
14459678 14460091 7
14460207 14460403 4
14460509 14460837 13
14460939 14461205 4
14461301 14461892 2
14462047 14462308 4
14462403 14462913 15
14463007 14464453 1
14464632 14464915 4
14465019 14465377 2
14465457 14465963 6
14466061 14471640 33
14471720 14474131 16
14474214 14475743 19
14475862 14476216 34
14476310 14476587 4
14476671 14478758 1
14478758 14479082 4
14479165 14479638 13
14479707 14488232 24
14488409 14488717 13
14488801 14490173 17
14490258 14494877 19
14494997 14495538 2
14495630 14496444 17
14496561 14499769 16
14499769 14503369 1
14503545 14503885 34
14503977 14504435 7
14504495 14504677 4
14504775 14505197 13
14505282 14507257 35
14507338 14507726 13
14507807 14508005 34
14508075 14508609 2
14508689 14534215 24
14534346 14534924 7
14534996 14543851 24
14544024 14544540 7
14544739 14544998 4
14545060 14545562 2
14545679 14546170 13
14546269 14547445 3
14547552 14547769 5
14547878 14548334 7
14548418 14548641 4
14548725 14549058 15
14549141 14550458 1
14550585 14550827 4
14550899 14552768 35
14552829 14553229 13
14553293 14556764 19
14556842 14559932 16
14559995 14562108 19
14562186 14562379 34
14562496 14562853 4
14562934 14565614 1
14565701 14573739 24
14573802 14574121 13
14574189 14574400 4
14574468 14576212 17
14576328 14576754 7
14576833 14580930 19
14581001 14584459 16
14584459 14588059 1
14588213 14588529 34
14588610 14589005 7
14589080 14589287 4
14589381 14594023 19
14594091 14594423 2
14594511 14594814 2
14594913 14615404 24
14615541 14616107 7
14616218 14630176 24
14630335 14630897 7
14631113 14631371 4
14631466 14631918 13
14632010 14632542 2
14632646 14632997 4
14633117 14633513 7
14633617 14634651 3
14634737 14635036 5
14635133 14635513 15
14635618 14637025 1
14637191 14637789 13
14637877 14640049 19
14640132 14640873 17
14640935 14641484 14
14641570 14645073 16
14645155 14645493 4
14645563 14645907 34
14646014 14648197 19
14648297 14648780 13
14648894 14651070 19
14651188 14651438 34
14651510 14651795 4
14651897 14655008 1
14655085 14662406 24
14662523 14662754 4
14662853 14664612 17
14664694 14668218 19
14668311 14671080 35
14671200 14671548 7
14671642 14671873 4
14671964 14672774 17
14672842 14673312 2
14673376 14676534 35
14676597 14677043 2
14677139 14680414 35
14680525 14680867 7
14680985 14681322 4
14681403 14681817 13
14681881 14686056 19
14686164 14688889 16
14688889 14692489 1
14692559 14692995 2
14693103 14710568 24
14710710 14711178 7
14711266 14728471 24
14728664 14728954 4
14729066 14729848 3
14730023 14730401 2
14730478 14730818 13
14730861 14731257 7
14731372 14731585 4
14731662 14732175 15
14732277 14733914 1
14733975 14736836 16
14736931 14737163 4
14737259 14739891 1
14739965 14748750 24
14748816 14749308 7
14749392 14751647 19
14751754 14753962 35
14754074 14754600 7
14754708 14754995 4
14755099 14756969 19
14757043 14757340 34
14757437 14758088 12
14758189 14760483 35
14760574 14764174 1
14764335 14764668 34
14764731 14764956 4
14765021 14767828 16
14767917 14768500 2
14768570 14784269 24
14784430 14784866 7
14784981 14804296 24
14804497 14804770 4
14804867 14805429 2
14805547 14806100 7
14806213 14806485 4
14806557 14807589 3
14807690 14807819 5
14807899 14808213 13
14808297 14808650 4
14808721 14809104 15
14809167 14810438 1
14810576 14810796 4
14810857 14811255 7
14811362 14811602 4
14811715 14814086 19
14814167 14817630 16
14817786 14817987 34
14818068 14819999 1
14819999 14820313 4
14820391 14820890 7
14820956 14821179 4
14821283 14823060 19
14823121 14823851 17
14823953 14824417 7
14824508 14824719 4
14824793 14826051 19
14826116 14833962 24
14834121 14834620 7
14834697 14834975 4
14835090 14835571 13
14835634 14836220 7
14836291 14838729 19
14838801 14841066 16
14841066 14844666 1
14844838 14845111 34
14845213 14845657 13
14845755 14846244 2
14846351 14846773 7
14846874 14847143 4
14847211 14852751 19
14852830 14853730 17
14853810 14854136 2
14854245 14875570 24
14875746 14876109 7
14876203 14889229 24
14889406 14889773 7
14889991 14890207 4
14890276 14890715 2
14890840 14891083 4
14891196 14891662 7
14891765 14892957 3
14893069 14893230 5
14893341 14893937 13
14894027 14894248 4
14894350 14894806 15
14894921 14896401 1
14896523 14896860 7
14896931 14897181 4
14897296 14898351 17
14898412 14898750 13
14898867 14902390 19
14902466 14904472 16
14904578 14906707 19
14906816 14908707 1
14908871 14909079 34
14909161 14909410 4
14909508 14909832 34
14909943 14910283 4
14910362 14911133 17
14911243 14911519 4
14911592 14919536 24
14919683 14920162 13
14920232 14920427 4
14920539 14920886 7
14920946 14921283 4
14921391 14921774 7
14921848 14922143 4
14922210 14924610 19
14924704 14925263 2
14925325 14925780 13
14925880 14929211 35
14929294 14932894 1
14933073 14933386 34
14933492 14933801 4
14933871 14936188 16
14936188 14936547 4
14936651 14939661 35
14939760 14940933 17
14940998 14941345 2
14941418 14968180 24
14968302 14968713 7
14968787 14976615 24
14976871 14977147 4
14977217 14977744 13
14977855 14978636 3
14978761 14979094 2
14979197 14979492 4
14979558 14979955 7
14980027 14980285 4
14980372 14980868 15
14980957 14982659 1
14982809 14983031 4
14983113 14983571 14
14983642 14985727 35
14985801 14989062 19
14989136 14992221 16
14992321 14992894 7
14993001 14993215 4
14993291 14995949 1
14995949 14996186 4
14996270 14996608 13
14996674 14996985 34
14997096 14999396 19
14999486 15007860 24
15007974 15008296 7
15008368 15008643 4
15008729 15013025 19
15013090 15013514 2
15013604 15013919 4
15014013 15014407 13
15014471 15018140 19
15018208 15021155 35
15021250 15021732 13
15021804 15025961 19
15026065 15026821 12
15026908 15030214 19
15030332 15030656 34
15030751 15034351 1
15034436 15034947 2
15035036 15054809 24
15054940 15055371 7
15055481 15070499 24
15070710 15070971 4
15071065 15071640 2
15071775 15072364 13
15072478 15072699 4
15072796 15073912 3
15074005 15074305 5
15074395 15074876 7
15074983 15075288 4
15075388 15075968 15
15076069 15077559 1
15077702 15078023 4
15078129 15078452 2
15078520 15078935 6
15079011 15084568 33
15084629 15087120 16
15087231 15089406 19
15089504 15092988 1
15093063 15100570 24
15100649 15106186 19
15106294 15108838 35
15108920 15110098 17
15110179 15111007 12
15111090 15114652 35
15114736 15117480 19
15117545 15117853 13
15117927 15118118 4
15118225 15123627 19
15123741 15124164 7
15124266 15124463 4
15124565 15125003 7
15125076 15125352 4
15125431 15125843 13
15125910 15127794 19
15127898 15130164 16
15130164 15133764 1
15133829 15134175 2
15134253 15156923 24
15157176 15158259 3
15158409 15158942 2
15159005 15159518 13
15159570 15160020 7
15160112 15160340 4
15160402 15160937 15
15161051 15162683 1
15162745 15165300 16
15165429 15165625 34
15165711 15169010 1
15169010 15169368 4
15169476 15169674 34
15169790 15170147 4
15170213 15170573 13
15170643 15179194 24
15179332 15179545 4
15179650 15180024 13
15180134 15180411 4
15180499 15181032 7
15181125 15181381 4
15181446 15188616 19
15188726 15189834 17
15189924 15190576 12
15190687 15195080 19
15195148 15195444 34
15195563 15199163 1
15199330 15199672 34
15199757 15200115 2
15200187 15221686 24
15221811 15222170 7
15222277 15235447 24
15235670 15235868 4
15235938 15236293 2
15236353 15236698 7
15236790 15237885 3
15237964 15238265 5
15238383 15238876 13
15238964 15239311 4
15239379 15239828 15
15239895 15241109 1
15241267 15244241 19
15244321 15245369 17
15245485 15247315 19
15247387 15250869 16
15251033 15251247 34
15251350 15252922 19
15253029 15253597 7
15253664 15253882 4
15253946 15257166 1
15257228 15264741 24
15264823 15265166 7
15265237 15265586 4
15265663 15266257 13
15266333 15266645 7
15266720 15267063 4
15267179 15268648 17
15268736 15272035 19
15272109 15272942 12
15273032 15275304 19
15275383 15277349 16
15277349 15280949 1
15281110 15281458 34
15281535 15282017 7
15282091 15282420 4
15282532 15282864 2
15282925 15283163 4
15283235 15284386 17
15284465 15284927 13
15285032 15287036 35
15287119 15287679 2
15287790 15305044 24
15305197 15305642 7
15305736 15306069 4
15306150 15323456 24
15323672 15324011 4
15324118 15324432 2
15324504 15324811 13
15324917 15326025 3
15326117 15326256 5
15326324 15326811 7
15326885 15327164 4
15327240 15327607 15
15327687 15329414 1
15329561 15329831 4
15329922 15330562 17
15330659 15333151 19
15333227 15335771 16
15335869 15336181 4
15336257 15338469 1
15338469 15338807 4
15338918 15340620 19
15340735 15341307 13
15341377 15342577 19
15342661 15343371 17
15343451 15351508 24
15351603 15352083 13
15352190 15352656 7
15352736 15353051 4
15353159 15353698 7
15353805 15354000 4
15354085 15358824 19
15358922 15359631 12
15359694 15365040 19
15365156 15365409 34
15365526 15365837 4
15365944 15368769 35
15368861 15372461 1
15372527 15372892 2
15372998 15389023 24
15389147 15389665 7
15389727 15408458 24
15408705 15408952 4
15409060 15409507 7
15409595 15410224 3
15410288 15410494 5
15410594 15410965 2
15411060 15411593 13
15411660 15411906 4
15411976 15412481 15
15412576 15413908 1
15414056 15414351 4
15414413 15414846 14
15414925 15416922 35
15417023 15417610 13
15417674 15420504 35
15420572 15423261 16
15423376 15423676 4
15423793 15427055 1
15427055 15427241 4
15427329 15427698 13
15427811 15428176 7
15428290 15428624 4
15428693 15428943 34
15429014 15430726 19
15430794 15438580 24
15438651 15438861 4
15438974 15439373 7
15439466 15439810 4
15439896 15440421 13
15440494 15446027 19
15446104 15446691 2
15446778 15449237 19
15449346 15449753 2
15449817 15450323 13
15450443 15450683 34
15450789 15454389 1
15454539 15454823 34
15454886 15455137 4
15455246 15456237 17
15456327 15459277 35
15459362 15459732 2
15459800 15483994 24
15484137 15484440 7
15484539 15484719 4
15484789 15494897 24
15495081 15495713 3
15495844 15496287 7
15496394 15496642 4
15496745 15497096 2
15497221 15497778 13
15497840 15498113 4
15498179 15498726 15
15498844 15500335 1
15500500 15501017 14
15501082 15503912 19
15504012 15504384 7
15504495 15504851 4
15504961 15507740 35
15507824 15510295 16
15510398 15510606 4
15510700 15513431 1
15513563 15513778 34
15513892 15514088 4
15514176 15515491 19
15515566 15515790 4
15515902 15516610 17
15516699 15524498 24
15524622 15524861 4
15524925 15525251 13
15525346 15525872 7
15525965 15526196 4
15526297 15527536 17
15527597 15533238 19
15533312 15535313 35
15535381 15542408 19
15542504 15543025 13
15543142 15543556 7
15543622 15543915 4
15544018 15544533 13
15544647 15551477 19
15551548 15552336 17
15552420 15552750 7
15552833 15553192 4
15553255 15556855 1
15556915 15557245 2
15557308 15586069 24
15586249 15586486 4
15586589 15587047 13
15587105 15587537 7
15587599 15588603 3
15588720 15588993 5
15589068 15589516 2
15589634 15589936 4
15590020 15590353 15
15590436 15591753 1
15591827 15595102 19
15595214 15595431 4
15595515 15597337 1
15597477 15597669 34
15597772 15598082 4
15598160 15598353 34
15598470 15598827 4
15598915 15604144 19
15604205 15613318 24
15613384 15616362 19
15616362 15619962 1
15620132 15620337 34
15620438 15620900 7
15620985 15621279 4
15621350 15624808 35
15624870 15625194 13
15625275 15625512 4
15625579 15632448 19
15632524 15633049 2
15633117 15649051 24
15649172 15649533 7
15649618 15649970 4
15650083 15668408 24
15668647 15668944 4
15669033 15669389 13
15669475 15669956 2
15670106 15670331 4
15670439 15671195 3
15671274 15671817 15
15671920 15673165 1
15673311 15673835 7
15673947 15674151 4
15674245 15677010 19
15677114 15683731 33
15683817 15687136 19
15687251 15687468 4
15687556 15691098 19
15691192 15693861 1
15693942 15702977 24
15703058 15710035 19
15710106 15712591 35
15712659 15713182 7
15713243 15713569 4
15713657 15716774 35
15716837 15720437 1
15720515 15720816 2
15720915 15742355 24
15742498 15742981 7
15743092 15743358 4
15743419 15757068 24
15757275 15757499 4
15757590 15758106 13
15758158 15758742 7
15758841 15759464 3
15759625 15760118 2
15760225 15760425 4
15760522 15760902 15
15761007 15762414 1
15762580 15763178 13
15763266 15765438 19
15765522 15769439 19
15769526 15769712 4
15769825 15775095 19
15775177 15775740 7
15775810 15776154 34
15776261 15781228 19
15781328 15781811 13
15781925 15786878 19
15786996 15787246 34
15787318 15787603 4
15787705 15790816 1
15790893 15800014 24
15800076 15806127 19
15806127 15809727 1
15809816 15810332 2
15810450 15832729 24
15832898 15833327 7
15833397 15833684 4
15833761 15846485 24
15846697 15846900 4
15847019 15847338 2
15847416 15847733 13
15847829 15848921 3
15848989 15849243 5
15849325 15849768 7
15849851 15850086 4
15850163 15850676 15
15850778 15852415 1
15852476 15856891 19
15856986 15857218 4
15857314 15859946 1
15859946 15860268 4
15860375 15860596 34
15860677 15861218 7
15861284 15861597 4
15861671 15861968 34
15862047 15872171 24
15872348 15872652 4
15872720 15876237 19
15876346 15879370 35
15879470 15879869 13
15879932 15883972 19
15884037 15884505 13
15884622 15887085 35
15887150 15896257 19
15896344 15896816 7
15896930 15897132 4
15897209 15903684 19
15903684 15907284 1
15907344 15907933 2
15907999 15935165 24
15935372 15936404 3
15936505 15936634 5
15936714 15937028 13
15937063 15937483 7
15937548 15937865 4
15937925 15938476 2
15938545 15938754 4
15938825 15939208 15
15939271 15940542 1
15940617 15944353 19
15944415 15944598 4
15944688 15947896 1
15948064 15948402 34
15948472 15958725 24
15958892 15959372 13
15959436 15962482 19
15962482 15966082 1
15966246 15974734 19
15974821 15975300 2
15975367 15975699 13
15975781 15978518 19
15978583 15978959 2
15979063 16000392 24
16000513 16000878 7
16000980 16014344 24
16014592 16015504 3
16015626 16015937 2
16016011 16016326 13
16016372 16016893 7
16016986 16017295 4
16017397 16017853 15
16017968 16019448 1
16019510 16019847 7
16019918 16020168 4
16020249 16020808 13
16020911 16022767 35
16022882 16026048 19
16026115 16030809 19
16030891 16031087 4
16031161 16033402 1
16033402 16033618 4
16033689 16038967 19
16039028 16048258 24
16048338 16057975 19
16058092 16060879 35
16060987 16069742 19
16069844 16070376 13
16070485 16072738 19
16072807 16075916 35
16075980 16081244 19
16081310 16081693 2
16081775 16084269 35
16084387 16091906 19
16092005 16092562 13
16092640 16095731 35
16095808 16099408 1
16099493 16099952 2
16100037 16126334 24
16126536 16127233 3
16127363 16127897 7
16128009 16128217 4
16128277 16128838 2
16128975 16129287 13
16129361 16129561 4
16129648 16130144 15
16130233 16131935 1
16132005 16136187 19
16136267 16136513 4
16136630 16138755 1
16138820 16148773 24
16148862 16152714 19
16152801 16153109 34
16153209 16156809 1
16156883 16157416 2
16157494 16175787 24
16175966 16176284 7
16176363 16192952 24
16193160 16193495 4
16193599 16193922 7
16194040 16194374 4
16194493 16195484 3
16195631 16195953 2
16196025 16196300 4
16196388 16196745 13
16196850 16197097 4
16197197 16197777 15
16197878 16199368 1
16199433 16203334 19
16203408 16208263 19
16208339 16210364 1
16210435 16220913 24
16220981 16223565 19
16223565 16227165 1
16227334 16227519 34
16227635 16227907 4
16228005 16236034 19
16236123 16236662 2
16236768 16256500 24
16256652 16257058 7
16257177 16257426 4
16257491 16272319 24
16272509 16272694 4
16272779 16273149 2
16273270 16273804 7
16273897 16274742 3
16274916 16275339 13
16275441 16275638 4
16275700 16276235 15
16276349 16277981 1
16278126 16278470 18
16278535 16278987 2
16279049 16284599 33
16284689 16287776 19
16287891 16288215 4
16288293 16291414 1
16291573 16291771 34
16291842 16292139 4
16292244 16292618 13
16292728 16293005 4
16293090 16293435 7
16293547 16298567 19
16298652 16309092 24
16309166 16315408 19
16315408 16319008 1
16319183 16319521 13
16319590 16320187 7
16320298 16320619 4
16320730 16322876 35
16322964 16323325 2
16323391 16339094 24
16339247 16339784 7
16339865 16358602 24
16358833 16359042 4
16359111 16359411 7
16359524 16359800 4
16359862 16360415 13
16360520 16360926 2
16361010 16361336 4
16361428 16362210 3
16362270 16362542 5
16362610 16363059 15
16363126 16364340 1
16364498 16367472 19
16367577 16368072 13
16368133 16370659 35
16370747 16375957 19
16376028 16381363 19
16381470 16381864 7
16381978 16382158 4
16382231 16384644 1
16384706 16395126 24
16395188 16398552 19
16398623 16398966 13
16399037 16399386 34
16399463 16403063 1
16403199 16403511 13
16403586 16403929 34
16403993 16404175 4
16404291 16407394 33
16407484 16410071 19
16410150 16410545 2
16410660 16427055 24
16427226 16427732 7
16427826 16428058 4
16428146 16446164 24
16446421 16446620 4
16446723 16447040 7
